Market,State,Target,Keyword,Signal Strength,Legal Note,Search Query,Google Search URL
"Jacksonville, FL",FL,32209,investor special,High,Generally permitted - verify current statute,"site:zillow.com ""investor special"" ""32209""",https://www.google.com/search?q=site%3Azillow.com+%22investor+special%22+%2232209%22
"Jacksonville, FL",FL,32209,as-is,High,Generally permitted - verify current statute,"site:zillow.com ""as-is"" ""32209""",https://www.google.com/search?q=site%3Azillow.com+%22as-is%22+%2232209%22
"Jacksonville, FL",FL,32209,needs TLC,High,Generally permitted - verify current statute,"site:zillow.com ""needs TLC"" ""32209""",https://www.google.com/search?q=site%3Azillow.com+%22needs+TLC%22+%2232209%22
"Jacksonville, FL",FL,32209,probate,High,Generally permitted - verify current statute,"site:zillow.com ""probate"" ""32209""",https://www.google.com/search?q=site%3Azillow.com+%22probate%22+%2232209%22
"Jacksonville, FL",FL,32209,estate sale,Medium,Generally permitted - verify current statute,"site:zillow.com ""estate sale"" ""32209""",https://www.google.com/search?q=site%3Azillow.com+%22estate+sale%22+%2232209%22
"Jacksonville, FL",FL,32209,inherited,Medium,Generally permitted - verify current statute,"site:zillow.com ""inherited"" ""32209""",https://www.google.com/search?q=site%3Azillow.com+%22inherited%22+%2232209%22
"Jacksonville, FL",FL,32209,motivated seller,High,Generally permitted - verify current statute,"site:zillow.com ""motivated seller"" ""32209""",https://www.google.com/search?q=site%3Azillow.com+%22motivated+seller%22+%2232209%22
"Jacksonville, FL",FL,32209,must sell,Medium,Generally permitted - verify current statute,"site:zillow.com ""must sell"" ""32209""",https://www.google.com/search?q=site%3Azillow.com+%22must+sell%22+%2232209%22
"Jacksonville, FL",FL,32209,cash only,High,Generally permitted - verify current statute,"site:zillow.com ""cash only"" ""32209""",https://www.google.com/search?q=site%3Azillow.com+%22cash+only%22+%2232209%22
"Jacksonville, FL",FL,32209,bring all offers,Medium,Generally permitted - verify current statute,"site:zillow.com ""bring all offers"" ""32209""",https://www.google.com/search?q=site%3Azillow.com+%22bring+all+offers%22+%2232209%22
"Jacksonville, FL",FL,32209,priced to sell,Low,Generally permitted - verify current statute,"site:zillow.com ""priced to sell"" ""32209""",https://www.google.com/search?q=site%3Azillow.com+%22priced+to+sell%22+%2232209%22
"Jacksonville, FL",FL,32209,tear down,Medium,Generally permitted - verify current statute,"site:zillow.com ""tear down"" ""32209""",https://www.google.com/search?q=site%3Azillow.com+%22tear+down%22+%2232209%22
"Jacksonville, FL",FL,32209,needs work,Medium,Generally permitted - verify current statute,"site:zillow.com ""needs work"" ""32209""",https://www.google.com/search?q=site%3Azillow.com+%22needs+work%22+%2232209%22
"Jacksonville, FL",FL,32210,fixer upper,High,Generally permitted - verify current statute,"site:zillow.com ""fixer upper"" ""32210""",https://www.google.com/search?q=site%3Azillow.com+%22fixer+upper%22+%2232210%22
"Jacksonville, FL",FL,32210,handyman special,High,Generally permitted - verify current statute,"site:zillow.com ""handyman special"" ""32210""",https://www.google.com/search?q=site%3Azillow.com+%22handyman+special%22+%2232210%22
"Jacksonville, FL",FL,32210,investor special,High,Generally permitted - verify current statute,"site:zillow.com ""investor special"" ""32210""",https://www.google.com/search?q=site%3Azillow.com+%22investor+special%22+%2232210%22
"Jacksonville, FL",FL,32210,as-is,High,Generally permitted - verify current statute,"site:zillow.com ""as-is"" ""32210""",https://www.google.com/search?q=site%3Azillow.com+%22as-is%22+%2232210%22
"Jacksonville, FL",FL,32210,needs TLC,High,Generally permitted - verify current statute,"site:zillow.com ""needs TLC"" ""32210""",https://www.google.com/search?q=site%3Azillow.com+%22needs+TLC%22+%2232210%22
"Jacksonville, FL",FL,32210,probate,High,Generally permitted - verify current statute,"site:zillow.com ""probate"" ""32210""",https://www.google.com/search?q=site%3Azillow.com+%22probate%22+%2232210%22
"Jacksonville, FL",FL,32210,estate sale,Medium,Generally permitted - verify current statute,"site:zillow.com ""estate sale"" ""32210""",https://www.google.com/search?q=site%3Azillow.com+%22estate+sale%22+%2232210%22
"Jacksonville, FL",FL,32210,inherited,Medium,Generally permitted - verify current statute,"site:zillow.com ""inherited"" ""32210""",https://www.google.com/search?q=site%3Azillow.com+%22inherited%22+%2232210%22
"Jacksonville, FL",FL,32210,motivated seller,High,Generally permitted - verify current statute,"site:zillow.com ""motivated seller"" ""32210""",https://www.google.com/search?q=site%3Azillow.com+%22motivated+seller%22+%2232210%22
"Jacksonville, FL",FL,32210,must sell,Medium,Generally permitted - verify current statute,"site:zillow.com ""must sell"" ""32210""",https://www.google.com/search?q=site%3Azillow.com+%22must+sell%22+%2232210%22
"Jacksonville, FL",FL,32210,cash only,High,Generally permitted - verify current statute,"site:zillow.com ""cash only"" ""32210""",https://www.google.com/search?q=site%3Azillow.com+%22cash+only%22+%2232210%22
"Jacksonville, FL",FL,32210,bring all offers,Medium,Generally permitted - verify current statute,"site:zillow.com ""bring all offers"" ""32210""",https://www.google.com/search?q=site%3Azillow.com+%22bring+all+offers%22+%2232210%22
"Jacksonville, FL",FL,32210,priced to sell,Low,Generally permitted - verify current statute,"site:zillow.com ""priced to sell"" ""32210""",https://www.google.com/search?q=site%3Azillow.com+%22priced+to+sell%22+%2232210%22
"Jacksonville, FL",FL,32210,tear down,Medium,Generally permitted - verify current statute,"site:zillow.com ""tear down"" ""32210""",https://www.google.com/search?q=site%3Azillow.com+%22tear+down%22+%2232210%22
"Jacksonville, FL",FL,32210,needs work,Medium,Generally permitted - verify current statute,"site:zillow.com ""needs work"" ""32210""",https://www.google.com/search?q=site%3Azillow.com+%22needs+work%22+%2232210%22
"Jacksonville, FL",FL,32254,fixer upper,High,Generally permitted - verify current statute,"site:zillow.com ""fixer upper"" ""32254""",https://www.google.com/search?q=site%3Azillow.com+%22fixer+upper%22+%2232254%22
"Jacksonville, FL",FL,32254,handyman special,High,Generally permitted - verify current statute,"site:zillow.com ""handyman special"" ""32254""",https://www.google.com/search?q=site%3Azillow.com+%22handyman+special%22+%2232254%22
"Jacksonville, FL",FL,32254,investor special,High,Generally permitted - verify current statute,"site:zillow.com ""investor special"" ""32254""",https://www.google.com/search?q=site%3Azillow.com+%22investor+special%22+%2232254%22
"Jacksonville, FL",FL,32254,as-is,High,Generally permitted - verify current statute,"site:zillow.com ""as-is"" ""32254""",https://www.google.com/search?q=site%3Azillow.com+%22as-is%22+%2232254%22
"Jacksonville, FL",FL,32254,needs TLC,High,Generally permitted - verify current statute,"site:zillow.com ""needs TLC"" ""32254""",https://www.google.com/search?q=site%3Azillow.com+%22needs+TLC%22+%2232254%22
"Jacksonville, FL",FL,32254,probate,High,Generally permitted - verify current statute,"site:zillow.com ""probate"" ""32254""",https://www.google.com/search?q=site%3Azillow.com+%22probate%22+%2232254%22
"Jacksonville, FL",FL,32254,estate sale,Medium,Generally permitted - verify current statute,"site:zillow.com ""estate sale"" ""32254""",https://www.google.com/search?q=site%3Azillow.com+%22estate+sale%22+%2232254%22
"Jacksonville, FL",FL,32254,inherited,Medium,Generally permitted - verify current statute,"site:zillow.com ""inherited"" ""32254""",https://www.google.com/search?q=site%3Azillow.com+%22inherited%22+%2232254%22
"Jacksonville, FL",FL,32254,motivated seller,High,Generally permitted - verify current statute,"site:zillow.com ""motivated seller"" ""32254""",https://www.google.com/search?q=site%3Azillow.com+%22motivated+seller%22+%2232254%22
"Jacksonville, FL",FL,32254,must sell,Medium,Generally permitted - verify current statute,"site:zillow.com ""must sell"" ""32254""",https://www.google.com/search?q=site%3Azillow.com+%22must+sell%22+%2232254%22
"Jacksonville, FL",FL,32254,cash only,High,Generally permitted - verify current statute,"site:zillow.com ""cash only"" ""32254""",https://www.google.com/search?q=site%3Azillow.com+%22cash+only%22+%2232254%22
"Jacksonville, FL",FL,32254,bring all offers,Medium,Generally permitted - verify current statute,"site:zillow.com ""bring all offers"" ""32254""",https://www.google.com/search?q=site%3Azillow.com+%22bring+all+offers%22+%2232254%22
"Jacksonville, FL",FL,32254,priced to sell,Low,Generally permitted - verify current statute,"site:zillow.com ""priced to sell"" ""32254""",https://www.google.com/search?q=site%3Azillow.com+%22priced+to+sell%22+%2232254%22
"Jacksonville, FL",FL,32254,tear down,Medium,Generally permitted - verify current statute,"site:zillow.com ""tear down"" ""32254""",https://www.google.com/search?q=site%3Azillow.com+%22tear+down%22+%2232254%22
"Jacksonville, FL",FL,32254,needs work,Medium,Generally permitted - verify current statute,"site:zillow.com ""needs work"" ""32254""",https://www.google.com/search?q=site%3Azillow.com+%22needs+work%22+%2232254%22
"Atlanta, GA",GA,"Atlanta, GA",fixer upper,High,Generally permitted - verify current statute,"site:zillow.com ""fixer upper"" ""Atlanta, GA""",https://www.google.com/search?q=site%3Azillow.com+%22fixer+upper%22+%22Atlanta%2C+GA%22
"Atlanta, GA",GA,"Atlanta, GA",handyman special,High,Generally permitted - verify current statute,"site:zillow.com ""handyman special"" ""Atlanta, GA""",https://www.google.com/search?q=site%3Azillow.com+%22handyman+special%22+%22Atlanta%2C+GA%22
"Atlanta, GA",GA,"Atlanta, GA",investor special,High,Generally permitted - verify current statute,"site:zillow.com ""investor special"" ""Atlanta, GA""",https://www.google.com/search?q=site%3Azillow.com+%22investor+special%22+%22Atlanta%2C+GA%22
"Atlanta, GA",GA,"Atlanta, GA",as-is,High,Generally permitted - verify current statute,"site:zillow.com ""as-is"" ""Atlanta, GA""",https://www.google.com/search?q=site%3Azillow.com+%22as-is%22+%22Atlanta%2C+GA%22
"Atlanta, GA",GA,"Atlanta, GA",needs TLC,High,Generally permitted - verify current statute,"site:zillow.com ""needs TLC"" ""Atlanta, GA""",https://www.google.com/search?q=site%3Azillow.com+%22needs+TLC%22+%22Atlanta%2C+GA%22
"Atlanta, GA",GA,"Atlanta, GA",probate,High,Generally permitted - verify current statute,"site:zillow.com ""probate"" ""Atlanta, GA""",https://www.google.com/search?q=site%3Azillow.com+%22probate%22+%22Atlanta%2C+GA%22
"Atlanta, GA",GA,"Atlanta, GA",estate sale,Medium,Generally permitted - verify current statute,"site:zillow.com ""estate sale"" ""Atlanta, GA""",https://www.google.com/search?q=site%3Azillow.com+%22estate+sale%22+%22Atlanta%2C+GA%22
"Atlanta, GA",GA,"Atlanta, GA",inherited,Medium,Generally permitted - verify current statute,"site:zillow.com ""inherited"" ""Atlanta, GA""",https://www.google.com/search?q=site%3Azillow.com+%22inherited%22+%22Atlanta%2C+GA%22
"Atlanta, GA",GA,"Atlanta, GA",motivated seller,High,Generally permitted - verify current statute,"site:zillow.com ""motivated seller"" ""Atlanta, GA""",https://www.google.com/search?q=site%3Azillow.com+%22motivated+seller%22+%22Atlanta%2C+GA%22
"Atlanta, GA",GA,"Atlanta, GA",must sell,Medium,Generally permitted - verify current statute,"site:zillow.com ""must sell"" ""Atlanta, GA""",https://www.google.com/search?q=site%3Azillow.com+%22must+sell%22+%22Atlanta%2C+GA%22
"Atlanta, GA",GA,"Atlanta, GA",cash only,High,Generally permitted - verify current statute,"site:zillow.com ""cash only"" ""Atlanta, GA""",https://www.google.com/search?q=site%3Azillow.com+%22cash+only%22+%22Atlanta%2C+GA%22
"Atlanta, GA",GA,"Atlanta, GA",bring all offers,Medium,Generally permitted - verify current statute,"site:zillow.com ""bring all offers"" ""Atlanta, GA""",https://www.google.com/search?q=site%3Azillow.com+%22bring+all+offers%22+%22Atlanta%2C+GA%22
"Atlanta, GA",GA,"Atlanta, GA",priced to sell,Low,Generally permitted - verify current statute,"site:zillow.com ""priced to sell"" ""Atlanta, GA""",https://www.google.com/search?q=site%3Azillow.com+%22priced+to+sell%22+%22Atlanta%2C+GA%22
"Atlanta, GA",GA,"Atlanta, GA",tear down,Medium,Generally permitted - verify current statute,"site:zillow.com ""tear down"" ""Atlanta, GA""",https://www.google.com/search?q=site%3Azillow.com+%22tear+down%22+%22Atlanta%2C+GA%22
"Atlanta, GA",GA,"Atlanta, GA",needs work,Medium,Generally permitted - verify current statute,"site:zillow.com ""needs work"" ""Atlanta, GA""",https://www.google.com/search?q=site%3Azillow.com+%22needs+work%22+%22Atlanta%2C+GA%22
"Atlanta, GA",GA,30310,fixer upper,High,Generally permitted - verify current statute,"site:zillow.com ""fixer upper"" ""30310""",https://www.google.com/search?q=site%3Azillow.com+%22fixer+upper%22+%2230310%22
"Atlanta, GA",GA,30310,handyman special,High,Generally permitted - verify current statute,"site:zillow.com ""handyman special"" ""30310""",https://www.google.com/search?q=site%3Azillow.com+%22handyman+special%22+%2230310%22
"Atlanta, GA",GA,30310,investor special,High,Generally permitted - verify current statute,"site:zillow.com ""investor special"" ""30310""",https://www.google.com/search?q=site%3Azillow.com+%22investor+special%22+%2230310%22
"Atlanta, GA",GA,30310,as-is,High,Generally permitted - verify current statute,"site:zillow.com ""as-is"" ""30310""",https://www.google.com/search?q=site%3Azillow.com+%22as-is%22+%2230310%22
"Atlanta, GA",GA,30310,needs TLC,High,Generally permitted - verify current statute,"site:zillow.com ""needs TLC"" ""30310""",https://www.google.com/search?q=site%3Azillow.com+%22needs+TLC%22+%2230310%22
"Atlanta, GA",GA,30310,probate,High,Generally permitted - verify current statute,"site:zillow.com ""probate"" ""30310""",https://www.google.com/search?q=site%3Azillow.com+%22probate%22+%2230310%22
"Atlanta, GA",GA,30310,estate sale,Medium,Generally permitted - verify current statute,"site:zillow.com ""estate sale"" ""30310""",https://www.google.com/search?q=site%3Azillow.com+%22estate+sale%22+%2230310%22
"Atlanta, GA",GA,30310,inherited,Medium,Generally permitted - verify current statute,"site:zillow.com ""inherited"" ""30310""",https://www.google.com/search?q=site%3Azillow.com+%22inherited%22+%2230310%22
"Atlanta, GA",GA,30310,motivated seller,High,Generally permitted - verify current statute,"site:zillow.com ""motivated seller"" ""30310""",https://www.google.com/search?q=site%3Azillow.com+%22motivated+seller%22+%2230310%22
